Island,Observer,spec,Distance,Type,Mo,Day,Year,Transect,Station,Hour,CanopyCover,Rain,Wind,DetC
2,PA,COKI,110,1,4,8,82,6,10,831,60,0,3,1
2,PA,COKI,120,1,4,8,82,6,12,756,60,0,3,1
2,PA,COKI,60,1,4,8,82,6,12,756,60,0,3,1
2,PA,COKI,60,1,4,8,82,6,12,756,60,0,3,1
2,PA,COKI,120,1,4,8,82,6,15,703,70,0,3,1
2,PA,COKI,30,1,4,13,82,6,17,908,50,0,1,1
2,PA,COKI,90,1,4,13,82,6,17,908,50,0,1,1
2,PA,COKI,100,1,4,13,82,6,17,908,50,0,1,1
2,PA,COKI,180,1,4,12,82,8,3,648,0,0,2,1
2,PA,COKI,160,1,4,12,82,8,3,648,0,0,2,1
2,PA,COKI,120,1,4,12,82,8,5,729,0,0,2,1
2,PA,COKI,160,1,4,12,82,8,5,729,0,0,2,1
2,PA,COKI,100,1,4,12,82,8,8,815,10,0,2,1
2,PA,COKI,80,1,4,12,82,8,8,815,10,0,2,1
2,PA,COKI,190,1,4,12,82,8,8,815,10,0,2,1
2,PA,COKI,50,1,4,12,82,8,9,830,10,0,2,1
2,PA,COKI,50,1,4,12,82,8,9,830,10,0,2,1
2,PA,COKI,200,1,4,12,82,8,10,846,10,0,2,1
2,PA,COKI,160,1,4,12,82,8,10,846,10,0,2,1
2,PA,COKI,130,1,4,12,82,8,11,901,10,0,2,1
2,PA,COKI,150,1,4,12,82,8,11,901,10,0,2,1
2,PA,COKI,50,1,4,12,82,8,11,901,10,0,2,1
2,PA,COKI,80,1,4,12,82,8,11,901,10,0,2,1
2,PA,COKI,50,1,4,12,82,8,11,901,10,0,2,1
2,PA,COKI,50,1,4,12,82,8,12,919,10,0,2,1
2,PA,COKI,60,1,4,12,82,8,12,919,10,0,2,1
2,PA,COKI,60,1,4,12,82,8,12,919,10,0,2,1
2,PA,COKI,140,1,4,12,82,8,12,919,10,0,2,1
2,PA,COKI,300,1,4,12,82,8,13,939,10,0,2,1
2,PA,COKI,300,1,4,12,82,8,13,939,10,0,2,1
2,PA,COKI,110,1,4,12,82,8,15,1006,20,0,2,1
2,PA,COKI,150,1,4,12,82,8,15,1006,20,0,2,1
2,PA,COKI,65,1,4,20,82,9,2,619,30,0,0,1
2,PA,COKI,75,1,4,20,82,9,3,633,30,0,0,1
2,PA,COKI,75,1,4,20,82,9,3,633,30,0,0,1
2,PA,COKI,100,1,4,20,82,9,3,633,30,0,0,1
2,PA,COKI,130,1,4,20,82,9,7,728,30,0,0,1
2,PA,COKI,100,1,4,20,82,9,7,728,30,0,0,1
2,PA,COKI,100,1,4,20,82,9,7,728,30,0,0,1
2,PA,COKI,200,1,4,20,82,9,12,838,20,0,0,1
2,PA,COKI,20,1,4,20,82,9,12,838,20,0,0,1
2,PA,COKI,120,1,4,20,82,9,13,851,20,0,0,1
2,PA,COKI,100,1,4,20,82,9,13,851,20,0,0,1
2,PA,COKI,200,1,4,20,82,9,14,904,20,0,0,1
2,PA,COKI,100,1,4,20,82,9,14,904,20,0,0,1
2,PA,COKI,100,1,4,20,82,9,14,904,20,0,0,1
2,PA,COKI,35,1,4,20,82,9,14,904,20,0,0,1
2,PA,COKI,170,1,4,20,82,9,15,918,20,0,0,1
2,PA,COKI,8,4,4,20,82,9,15,918,20,0,0,1
2,PA,COKI,120,1,4,20,82,9,16,931,20,0,0,1
2,PA,COKI,120,1,4,20,82,9,16,931,20,0,0,1
2,PA,COKI,110,1,4,20,82,9,17,945,20,0,0,1
2,PA,COKI,70,1,4,20,82,9,17,945,20,0,0,1
2,PA,COKI,95,1,4,7,82,11,5,711,30,0,1,1
2,PA,COKI,100,1,4,7,82,11,5,711,30,0,1,1
2,PA,COKI,70,1,4,7,82,11,11,836,40,0,1,1
2,PA,COKI,35,1,4,7,82,11,11,836,40,0,1,1
2,PA,COKI,130,1,4,7,82,11,11,836,40,0,1,1
2,PA,COKI,150,1,4,7,82,11,11,836,40,0,1,1
2,PA,COKI,100,1,4,7,82,11,16,944,50,0,1,1
2,PA,COKI,90,1,4,7,82,11,16,944,50,0,1,1
2,PA,COKI,200,1,4,7,82,11,16,944,50,0,1,1
2,PA,COKI,120,1,4,7,82,11,16,944,50,0,1,1
2,PA,COKI,85,1,4,14,82,12,2,623,20,0,2,1
2,PA,COKI,180,1,4,14,82,12,2,623,20,0,2,1
2,PA,COKI,110,1,4,14,82,12,2,623,20,0,2,1
2,PA,COKI,13,1,4,14,82,12,3,638,20,0,2,1
2,PA,COKI,16,1,4,14,82,12,3,638,20,0,2,1
2,PA,COKI,110,1,4,14,82,12,5,706,20,0,2,1
2,PA,COKI,75,1,4,14,82,12,6,722,20,0,2,1
2,PA,COKI,70,1,4,14,82,12,6,722,20,0,2,1
2,PA,COKI,160,1,4,14,82,12,6,722,20,0,2,1
2,PA,COKI,140,1,4,14,82,12,7,737,20,0,2,1
2,PA,COKI,90,1,4,14,82,12,7,737,20,0,2,1
2,PA,COKI,100,1,4,14,82,12,8,802,20,0,2,1
2,PA,COKI,85,1,4,14,82,12,9,827,20,0,2,1
2,PA,COKI,80,1,4,14,82,12,9,827,20,0,2,1
2,PA,COKI,250,1,4,14,82,12,10,845,30,0,3,1
2,PA,COKI,200,1,4,14,82,12,13,929,30,0,3,1
2,PA,COKI,140,1,4,19,82,13,1,606,20,0,3,1
2,PA,COKI,70,1,4,19,82,13,1,606,20,0,3,1
2,PA,COKI,250,1,4,19,82,13,1,606,20,0,3,1
2,PA,COKI,140,1,4,19,82,13,2,621,20,0,3,1
2,PA,COKI,150,1,4,19,82,13,2,621,20,0,3,1
2,PA,COKI,200,1,4,19,82,13,3,635,20,0,3,1
2,PA,COKI,160,1,4,19,82,13,3,635,20,0,3,1
2,PA,COKI,150,1,4,19,82,13,4,650,20,0,3,1
2,PA,COKI,110,1,4,19,82,13,7,734,20,0,3,1
2,PA,COKI,50,1,4,19,82,13,7,734,20,0,3,1
2,PA,COKI,130,1,4,19,82,13,11,829,20,0,3,1
2,PA,COKI,120,1,4,19,82,13,11,829,20,0,3,1
2,PA,COKI,80,1,4,19,82,13,13,901,20,0,3,1
2,PA,COKI,75,1,4,19,82,13,13,901,20,0,3,1
2,PA,COKI,100,1,4,5,82,1,7,811,50,0,3,2
2,PA,COKI,130,1,4,5,82,1,7,811,50,0,3,2
2,PA,COKI,180,1,4,5,82,1,9,742,50,0,3,2
2,PA,COKI,150,1,4,5,82,1,12,700,50,0,3,2
2,PA,COKI,100,1,4,6,82,3,6,717,90,0,2,2
2,PA,COKI,140,1,4,6,82,3,6,717,90,0,2,2
2,PA,COKI,120,1,4,6,82,3,9,754,90,0,2,2
2,PA,COKI,95,1,4,6,82,3,14,901,90,0,2,2
2,PA,COKI,210,1,4,6,82,3,14,901,90,0,2,2
2,PA,COKI,100,1,4,6,82,3,14,901,90,0,2,2
2,PA,COKI,160,1,4,6,82,3,15,916,90,0,2,2
2,PA,COKI,180,1,4,6,82,3,15,916,90,0,2,2
2,PA,COKI,140,1,4,6,82,3,16,929,90,0,2,2
2,PA,COKI,130,1,4,6,82,3,16,929,90,0,2,2
2,PA,COKI,100,1,4,6,82,3,16,929,90,0,2,2
2,PA,COKI,70,1,4,6,82,3,18,959,90,0,2,2
2,PA,COKI,70,1,4,6,82,3,18,959,90,0,2,2
2,PA,COKI,100,1,4,6,82,3,18,959,90,0,2,2
2,PA,COKI,55,1,3,29,82,4,8,759,60,0,0,2
2,PA,COKI,55,1,3,29,82,4,8,759,60,0,0,2
2,PA,COKI,110,1,3,29,82,4,8,759,60,0,0,2
2,PA,COKI,85,1,3,29,82,4,9,813,60,0,0,2
2,PA,COKI,120,1,3,29,82,4,9,813,60,0,0,2
2,PA,COKI,180,1,4,1,82,4,15,759,40,0,1,2
2,PA,COKI,55,1,4,1,82,4,15,759,40,0,1,2
2,PA,COKI,60,1,4,1,82,4,15,759,40,0,1,2
2,PA,COKI,90,1,4,13,82,6,3,759,50,0,1,2
2,PA,COKI,100,1,4,8,82,6,5,1009,30,0,3,2
2,PA,COKI,100,1,4,8,82,6,5,1009,30,0,3,2
2,PA,COKI,150,1,4,8,82,6,6,948,40,0,3,2
2,PA,COKI,110,1,4,8,82,6,8,911,50,0,3,2
2,PA,COKI,110,1,4,8,82,6,8,911,50,0,3,2
2,PA,COKI,25,4,4,8,82,6,8,911,50,0,3,2
2,PA,COKI,90,1,4,8,82,6,11,813,60,0,3,2
2,PA,COKI,70,1,4,8,82,6,11,813,60,0,3,2
2,PA,COKI,150,1,4,8,82,6,13,739,70,0,3,2
2,PA,COKI,150,1,4,8,82,6,13,739,70,0,3,2
2,PA,COKI,100,1,4,8,82,6,13,739,70,0,3,2
2,PA,COKI,130,1,4,8,82,6,14,721,70,0,3,2
2,PA,COKI,100,1,4,8,82,6,14,721,70,0,3,2
2,PA,COKI,14,2,4,8,82,6,14,721,70,0,3,2
2,PA,COKI,150,1,4,13,82,6,16,854,50,0,1,2
2,PA,COKI,100,1,4,13,82,6,18,923,50,0,1,2
2,PA,COKI,150,1,4,13,82,6,18,923,50,0,1,2
2,PA,COKI,120,1,4,12,82,8,1,610,0,0,2,2
2,PA,COKI,70,1,4,12,82,8,1,610,0,0,2,2
2,PA,COKI,70,1,4,12,82,8,1,610,0,0,2,2
2,PA,COKI,130,1,4,12,82,8,1,610,0,0,2,2
2,PA,COKI,8,2,4,12,82,8,2,627,0,0,2,2
2,PA,COKI,180,1,4,12,82,8,2,627,0,0,2,2
2,PA,COKI,130,1,4,12,82,8,4,710,0,0,2,2
2,PA,COKI,80,1,4,12,82,8,6,744,0,0,2,2
2,PA,COKI,110,1,4,12,82,8,6,744,0,0,2,2
2,PA,COKI,100,1,4,12,82,8,7,759,0,0,2,2
2,PA,COKI,150,1,4,12,82,8,7,759,0,0,2,2
2,PA,COKI,50,1,4,12,82,8,7,759,0,0,2,2
2,PA,COKI,50,1,4,12,82,8,7,759,0,0,2,2
2,PA,COKI,200,1,4,12,82,8,14,953,20,0,2,2
2,PA,COKI,120,1,4,12,82,8,14,953,20,0,2,2
2,PA,COKI,100,1,4,12,82,8,14,953,20,0,2,2
2,PA,COKI,100,1,4,20,82,9,5,700,30,0,0,2
2,PA,COKI,110,1,4,20,82,9,5,700,30,0,0,2
2,PA,COKI,25,1,4,20,82,9,5,700,30,0,0,2
2,PA,COKI,40,1,4,20,82,9,6,715,30,0,0,2
2,PA,COKI,100,2,4,20,82,9,6,715,30,0,0,2
2,PA,COKI,40,1,4,20,82,9,6,715,30,0,0,2
2,PA,COKI,140,1,4,20,82,9,8,741,30,0,0,2
2,PA,COKI,55,1,4,20,82,9,8,741,30,0,0,2
2,PA,COKI,6,4,4,20,82,9,8,741,30,0,0,2
2,PA,COKI,120,1,4,20,82,9,9,755,30,0,0,2
2,PA,COKI,170,1,4,20,82,9,9,755,30,0,0,2
2,PA,COKI,65,1,4,20,82,9,9,755,30,0,0,2
2,PA,COKI,60,1,4,20,82,9,9,755,30,0,0,2
2,PA,COKI,40,1,4,20,82,9,10,808,30,0,0,2
2,PA,COKI,160,1,4,20,82,9,10,808,30,0,0,2
2,PA,COKI,100,1,4,20,82,9,10,808,30,0,0,2
2,PA,COKI,20,4,4,20,82,9,10,808,30,0,0,2
2,PA,COKI,150,1,4,20,82,9,11,822,30,0,0,2
2,PA,COKI,130,1,4,20,82,9,11,822,30,0,0,2
2,PA,COKI,130,1,4,7,82,11,3,643,20,0,1,2
2,PA,COKI,150,1,4,7,82,11,3,643,20,0,1,2
2,PA,COKI,85,1,4,7,82,11,3,643,20,0,1,2
2,PA,COKI,40,1,4,7,82,11,9,808,40,0,1,2
2,PA,COKI,55,1,4,7,82,11,9,808,40,0,1,2
2,PA,COKI,160,1,4,7,82,11,9,808,40,0,1,2
2,PA,COKI,180,1,4,7,82,11,9,808,40,0,1,2
2,PA,COKI,110,1,4,14,82,12,1,610,20,0,2,2
2,PA,COKI,100,1,4,14,82,12,1,610,20,0,2,2
2,PA,COKI,130,1,4,14,82,12,1,610,20,0,2,2
2,PA,COKI,120,1,4,19,82,13,16,938,20,0,3,2
2,PA,COKI,110,1,4,19,82,13,16,938,20,0,3,2
2,PA,COKI,85,1,4,5,82,1,6,824,50,0,3,3
2,PA,COKI,15,2,4,5,82,1,6,824,50,0,3,3
2,PA,COKI,110,1,4,5,82,1,8,757,50,0,3,3
2,PA,COKI,16,4,4,6,82,3,10,807,90,0,2,3
2,PA,COKI,17,4,4,6,82,3,10,807,90,0,2,3
2,PA,COKI,25,4,4,6,82,3,10,807,90,0,2,3
2,PA,COKI,75,1,4,6,82,3,10,807,90,0,2,3
2,PA,COKI,75,1,4,6,82,3,10,807,90,0,2,3
2,PA,COKI,140,1,4,6,82,3,11,821,90,0,2,3
2,PA,COKI,140,1,4,6,82,3,11,821,90,0,2,3
2,PA,COKI,100,1,4,6,82,3,12,834,90,0,2,3
2,PA,COKI,110,1,4,6,82,3,12,834,90,0,2,3
2,PA,COKI,170,1,4,6,82,3,17,945,90,0,2,3
2,PA,COKI,110,1,4,6,82,3,19,1011,90,0,2,3
2,PA,COKI,90,1,4,6,82,3,19,1011,90,0,2,3
2,PA,COKI,85,1,3,29,82,4,10,828,60,0,0,3
2,PA,COKI,90,1,3,29,82,4,10,828,60,0,0,3
2,PA,COKI,35,4,3,29,82,4,10,828,60,0,0,3
2,PA,COKI,30,1,3,29,82,4,10,828,60,0,0,3
2,PA,COKI,120,1,4,1,82,4,16,812,40,0,1,3
2,PA,COKI,210,1,4,1,82,4,16,812,40,0,1,3
2,PA,COKI,90,1,4,1,82,4,16,812,40,0,1,3
2,PA,COKI,50,1,4,1,82,4,17,825,40,0,1,3
2,PA,COKI,180,1,4,7,82,11,2,630,20,0,1,3
2,PA,COKI,80,1,4,7,82,11,2,630,20,0,1,3
2,PA,COKI,160,1,4,7,82,11,4,657,20,0,1,3
2,PA,COKI,65,4,4,7,82,11,4,657,20,0,1,3
2,PA,COKI,65,4,4,7,82,11,4,657,20,0,1,3
2,PA,COKI,65,4,4,7,82,11,4,657,20,0,1,3
2,PA,COKI,160,1,4,7,82,11,15,956,50,0,1,3
2,PA,COKI,160,1,4,7,82,11,15,956,50,0,1,3
2,PA,COKI,180,1,4,7,82,11,15,956,50,0,1,3
2,PA,COKI,16,4,4,14,82,12,4,652,20,0,2,3
2,PA,COKI,190,1,4,14,82,12,4,652,20,0,2,3
2,PA,COKI,180,1,4,19,82,13,5,705,20,0,3,3
2,PA,COKI,120,1,4,19,82,13,8,748,20,0,3,3
2,PA,COKI,65,1,4,19,82,13,8,748,20,0,3,3
2,PA,COKI,180,1,4,19,82,13,8,748,20,0,3,3
2,PA,COKI,120,4,4,5,82,1,10,728,50,0,3,4
2,PA,COKI,120,4,4,5,82,1,10,728,50,0,3,4
2,PA,COKI,120,4,4,5,82,1,10,728,50,0,3,4
2,PA,COKI,35,2,4,6,82,3,1,619,90,0,2,4
2,PA,COKI,75,1,4,6,82,3,1,619,90,0,2,4
2,PA,COKI,50,1,4,6,82,3,1,619,90,0,2,4
2,PA,COKI,160,1,4,6,82,3,3,642,90,0,2,4
2,PA,COKI,100,1,4,6,82,3,3,642,90,0,2,4
2,PA,COKI,200,1,4,6,82,3,3,642,90,0,2,4
2,PA,COKI,120,1,4,6,82,3,5,706,90,0,2,4
2,PA,COKI,110,1,4,6,82,3,5,706,90,0,2,4
2,PA,COKI,65,1,4,6,82,3,5,706,90,0,2,4
2,PA,COKI,65,1,4,6,82,3,5,706,90,0,2,4
2,PA,COKI,100,1,4,6,82,3,13,846,90,0,2,4
2,PA,COKI,105,1,4,6,82,3,13,846,90,0,2,4
2,PA,COKI,130,1,3,29,82,4,4,705,60,0,0,4
2,PA,COKI,200,1,3,29,82,4,4,705,60,0,0,4
2,PA,COKI,150,1,3,29,82,4,4,705,60,0,0,4
2,PA,COKI,120,1,3,29,82,4,5,717,60,0,0,4
2,PA,COKI,130,1,3,29,82,4,5,717,60,0,0,4
2,PA,COKI,38,2,3,29,82,4,5,717,60,0,0,4
2,PA,COKI,120,1,3,29,82,4,7,744,60,0,0,4
2,PA,COKI,140,1,3,29,82,4,7,744,60,0,0,4
2,PA,COKI,75,1,3,29,82,4,7,744,60,0,0,4
2,PA,COKI,180,1,4,20,82,9,1,605,30,0,0,4
2,PA,COKI,45,4,4,20,82,9,1,605,30,0,0,4
2,PA,COKI,180,1,4,20,82,9,4,647,30,0,0,4
2,PA,COKI,250,1,4,20,82,9,4,647,30,0,0,4
2,PA,COKI,13,2,4,20,82,9,4,647,30,0,0,4
2,PA,COKI,200,1,4,14,82,12,12,916,30,0,3,4
2,PA,COKI,150,1,4,14,82,12,12,916,30,0,3,4
2,PA,COKI,200,1,4,14,82,12,12,916,30,0,3,4
2,PA,COKI,190,1,4,19,82,13,6,718,20,0,3,4
2,PA,COKI,90,1,4,5,82,1,4,851,50,0,3,5
2,PA,COKI,90,1,4,5,82,1,4,851,50,0,3,5
2,PA,COKI,220,1,4,5,82,1,4,851,50,0,3,5
2,PA,COKI,160,1,4,5,82,1,14,630,50,0,3,5
2,PA,COKI,100,1,4,6,82,3,2,632,90,0,2,5
2,PA,COKI,70,1,4,6,82,3,2,632,90,0,2,5
2,PA,COKI,110,4,4,6,82,3,2,632,90,0,2,5
2,PA,COKI,130,1,4,6,82,3,2,632,90,0,2,5
2,PA,COKI,95,1,4,6,82,3,4,654,90,0,2,5
2,PA,COKI,120,1,4,6,82,3,7,730,90,0,2,5
2,PA,COKI,85,1,4,6,82,3,7,730,90,0,2,5
2,PA,COKI,90,1,4,6,82,3,7,730,90,0,2,5
2,PA,COKI,80,1,4,6,82,3,7,730,90,0,2,5
2,PA,COKI,130,1,3,29,82,4,1,623,60,0,0,5
2,PA,COKI,110,1,3,29,82,4,1,623,60,0,0,5
2,PA,COKI,130,1,3,29,82,4,2,638,60,0,0,5
2,PA,COKI,160,1,3,29,82,4,2,638,60,0,0,5
2,PA,COKI,150,1,3,29,82,4,3,650,60,0,0,5
2,PA,COKI,170,1,3,29,82,4,3,650,60,0,0,5
2,PA,COKI,100,4,3,29,82,4,3,650,60,0,0,5
2,PA,COKI,100,1,3,29,82,4,11,840,70,0,0,5
2,PA,COKI,150,1,3,29,82,4,11,840,70,0,0,5
2,PA,COKI,160,1,3,29,82,4,12,858,70,0,0,5
2,PA,COKI,65,1,3,29,82,4,12,858,70,0,0,5
2,PA,COKI,200,1,3,29,82,4,12,858,70,0,0,5
2,PA,COKI,35,4,3,29,82,4,13,913,70,0,0,5
2,PA,COKI,35,4,3,29,82,4,13,913,70,0,0,5
2,PA,COKI,120,1,3,29,82,4,14,927,70,0,0,5
2,PA,COKI,130,1,3,29,82,4,14,927,70,0,0,5
2,PA,COKI,180,1,4,7,82,11,6,724,30,0,1,5
2,PA,COKI,200,1,4,7,82,11,6,724,30,0,1,5
2,PA,COKI,70,4,4,7,82,11,6,724,30,0,1,5
2,PA,COKI,70,4,4,7,82,11,6,724,30,0,1,5
2,PA,COKI,200,1,4,7,82,11,7,739,30,0,1,5
2,PA,COKI,180,1,4,7,82,11,7,739,30,0,1,5
2,PA,COKI,220,1,4,7,82,11,8,753,30,0,1,5
2,PA,COKI,220,1,4,7,82,11,8,753,30,0,1,5
2,PA,COKI,140,1,4,7,82,11,8,753,30,0,1,5
2,PA,COKI,35,1,4,7,82,11,10,821,40,0,1,5
2,PA,COKI,35,1,4,7,82,11,10,821,40,0,1,5
2,PA,COKI,110,1,4,7,82,11,10,821,40,0,1,5
2,PA,COKI,220,1,4,7,82,11,10,821,40,0,1,5
2,PA,COKI,28,4,4,7,82,11,10,821,40,0,1,5
2,PA,COKI,100,1,4,7,82,11,12,852,40,0,1,5
2,PA,COKI,160,1,4,7,82,11,12,852,40,0,1,5
2,PA,COKI,210,1,4,7,82,11,12,852,40,0,1,5
2,PA,COKI,210,1,4,7,82,11,12,852,40,0,1,5
2,PA,COKI,30,2,4,7,82,11,12,852,40,0,1,5
2,PA,COKI,160,1,4,7,82,11,13,907,50,0,1,5
2,PA,COKI,170,1,4,7,82,11,13,907,50,0,1,5
2,PA,COKI,25,2,4,7,82,11,13,907,50,0,1,5
2,PA,COKI,120,1,4,7,82,11,13,907,50,0,1,5
2,PA,COKI,160,1,4,7,82,11,14,920,50,0,1,5
2,PA,COKI,250,1,4,7,82,11,14,920,50,0,1,5
2,PA,COKI,160,1,4,7,82,11,14,920,50,0,1,5
2,PA,COKI,250,1,4,14,82,12,14,944,30,0,3,5
2,PA,COKI,140,1,4,19,82,13,10,816,20,0,3,5
2,PA,COKI,150,1,4,19,82,13,10,816,20,0,3,5
2,PA,COKI,25,4,4,19,82,13,10,816,20,0,3,5
2,PA,COKI,300,1,4,19,82,13,14,914,20,0,3,5
2,PA,COKI,250,1,4,19,82,13,14,914,20,0,3,5
2,PP,COKI,180,1,4,6,82,2,21,811,90,0,2,1
2,PP,COKI,160,1,4,6,82,2,21,811,90,0,2,1
2,PP,COKI,95,1,4,6,82,2,28,642,90,0,2,1
2,PP,COKI,120,1,4,6,82,2,28,642,90,0,2,1
2,PP,COKI,90,1,4,6,82,2,29,630,90,0,2,1
2,PP,COKI,80,1,4,6,82,2,29,630,90,0,2,1
2,PP,COKI,115,1,4,6,82,2,30,618,90,0,2,1
2,PP,COKI,240,1,4,9,82,6,5,1009,30,0,3,1
2,PP,COKI,300,1,4,9,82,6,5,1009,30,0,3,1
2,PP,COKI,220,1,4,9,82,6,6,948,40,0,3,1
2,PP,COKI,280,1,4,9,82,6,7,930,40,0,3,1
2,PP,COKI,200,1,4,9,82,6,7,930,40,0,3,1
2,PP,COKI,100,1,4,9,82,6,9,851,50,0,3,1
2,PP,COKI,90,1,4,9,82,6,11,813,60,0,3,1
2,PP,COKI,120,1,4,9,82,6,12,756,60,0,3,1
2,PP,COKI,150,1,4,9,82,6,12,756,60,0,3,1
2,PP,COKI,230,1,4,9,82,6,13,739,70,0,3,1
2,PP,COKI,160,1,4,9,82,6,13,739,70,0,3,1
2,PP,COKI,75,1,4,9,82,6,13,739,70,0,3,1
2,PP,COKI,140,1,4,9,82,6,14,721,70,0,3,1
2,PP,COKI,140,1,4,9,82,6,15,703,70,0,3,1
2,PP,COKI,150,1,4,9,82,6,15,703,70,0,3,1
2,PP,COKI,25,1,4,14,82,7,2,813,50,0,2,1
2,PP,COKI,40,1,4,14,82,7,2,813,50,0,2,1
2,PP,COKI,150,1,4,14,82,7,2,813,50,0,2,1
2,PP,COKI,90,1,4,20,82,9,3,633,30,0,0,1
2,PP,COKI,90,1,4,20,82,9,3,633,30,0,0,1
2,PP,COKI,270,1,4,20,82,9,3,633,30,0,0,1
2,PP,COKI,140,1,4,20,82,9,3,633,30,0,0,1
2,PP,COKI,250,1,4,20,82,9,4,647,30,0,0,1
2,PP,COKI,170,1,4,20,82,9,16,931,20,0,0,1
2,PP,COKI,110,1,4,12,82,10,9,754,0,0,2,1
2,PP,COKI,250,1,4,12,82,10,12,833,0,0,2,1
2,PP,COKI,170,1,4,19,82,13,1,606,20,0,3,1
2,PP,COKI,80,1,4,19,82,13,1,606,20,0,3,1
2,PP,COKI,80,1,4,19,82,13,1,606,20,0,3,1
2,PP,COKI,140,1,4,19,82,13,2,621,20,0,3,1
2,PP,COKI,130,1,4,19,82,13,4,650,20,0,3,1
2,PP,COKI,110,1,4,19,82,13,4,650,20,0,3,1
2,PP,COKI,140,1,4,19,82,13,9,801,20,0,3,1
2,PP,COKI,200,1,4,19,82,13,9,801,20,0,3,1
2,PP,COKI,110,1,4,19,82,13,12,843,20,0,3,1
2,PP,COKI,85,1,4,19,82,13,12,843,20,0,3,1
2,PP,COKI,170,1,4,5,82,1,18,821,30,0,2,2
2,PP,COKI,90,1,4,5,82,1,18,821,30,0,2,2
2,PP,COKI,175,1,4,5,82,1,19,808,30,0,2,2
2,PP,COKI,240,1,4,5,82,1,19,808,30,0,2,2
2,PP,COKI,100,1,4,5,82,1,22,729,30,0,2,2
2,PP,COKI,130,1,4,5,82,1,22,729,30,0,2,2
2,PP,COKI,170,4,4,5,82,1,27,627,30,0,2,2
2,PP,COKI,130,4,4,5,82,1,27,627,30,0,2,2
2,PP,COKI,5,2,4,5,82,1,27,627,30,0,2,2
2,PP,COKI,210,1,4,6,82,2,19,838,90,0,2,2
2,PP,COKI,160,1,4,6,82,2,20,825,90,0,2,2
2,PP,COKI,80,1,4,6,82,2,23,746,90,0,2,2
2,PP,COKI,70,1,4,6,82,2,23,746,90,0,2,2
2,PP,COKI,140,1,4,6,82,2,23,746,90,0,2,2
2,PP,COKI,100,1,4,6,82,2,23,746,90,0,2,2
2,PP,COKI,80,1,3,29,82,4,8,759,60,0,0,2
2,PP,COKI,90,1,3,29,82,4,8,759,60,0,0,2
2,PP,COKI,170,1,3,29,82,4,8,759,60,0,0,2
2,PP,COKI,350,1,3,29,82,4,8,759,60,0,0,2
2,PP,COKI,130,1,3,29,82,4,9,813,60,0,0,2
2,PP,COKI,250,1,3,29,82,4,9,813,60,0,0,2
2,PP,COKI,200,1,4,1,82,4,15,759,40,0,1,2
2,PP,COKI,250,1,4,1,82,4,15,759,40,0,1,2
2,PP,COKI,100,1,4,1,82,4,15,759,40,0,1,2
2,PP,COKI,55,1,4,1,82,4,17,825,40,0,1,2
2,PP,COKI,115,1,4,13,82,6,2,812,50,0,1,2
2,PP,COKI,55,1,4,13,82,6,3,759,50,0,1,2
2,PP,COKI,150,1,4,13,82,6,3,759,50,0,1,2
2,PP,COKI,80,1,4,13,82,6,4,745,50,0,1,2
2,PP,COKI,140,1,4,13,82,6,4,745,50,0,1,2
2,PP,COKI,95,1,4,9,82,6,8,911,50,0,3,2
2,PP,COKI,300,1,4,9,82,6,8,911,50,0,3,2
2,PP,COKI,250,1,4,9,82,6,10,831,60,0,3,2
2,PP,COKI,70,1,4,13,82,6,17,908,50,0,1,2
2,PP,COKI,100,1,4,13,82,6,17,908,50,0,1,2
2,PP,COKI,125,1,4,13,82,6,18,923,50,0,1,2
2,PP,COKI,170,1,4,13,82,6,18,923,50,0,1,2
2,PP,COKI,240,1,4,13,82,6,18,923,50,0,1,2
2,PP,COKI,230,1,4,14,82,7,1,829,50,0,2,2
2,PP,COKI,130,1,4,14,82,7,4,744,40,0,2,2
2,PP,COKI,100,1,4,14,82,7,4,744,40,0,2,2
2,PP,COKI,190,1,4,14,82,7,5,731,40,0,2,2
2,PP,COKI,260,1,4,14,82,7,5,731,40,0,2,2
2,PP,COKI,120,1,4,14,82,7,6,715,40,0,2,2
2,PP,COKI,70,1,4,14,82,7,6,715,40,0,2,2
2,PP,COKI,75,4,4,14,82,7,7,700,40,0,2,2
2,PP,COKI,65,4,4,14,82,7,7,700,40,0,2,2
2,PP,COKI,75,1,4,20,82,9,2,619,30,0,0,2
2,PP,COKI,150,1,4,20,82,9,5,700,30,0,0,2
2,PP,COKI,120,1,4,20,82,9,5,700,30,0,0,2
2,PP,COKI,120,1,4,20,82,9,5,700,30,0,0,2
2,PP,COKI,75,1,4,20,82,9,5,700,30,0,0,2
2,PP,COKI,140,1,4,20,82,9,6,715,30,0,0,2
2,PP,COKI,75,1,4,20,82,9,6,715,30,0,0,2
2,PP,COKI,220,1,4,20,82,9,8,741,30,0,0,2
2,PP,COKI,85,1,4,20,82,9,8,741,30,0,0,2
2,PP,COKI,140,1,4,20,82,9,8,741,30,0,0,2
2,PP,COKI,100,1,4,20,82,9,9,755,30,0,0,2
2,PP,COKI,130,1,4,20,82,9,9,755,30,0,0,2
2,PP,COKI,160,1,4,20,82,9,9,755,30,0,0,2
2,PP,COKI,60,4,4,20,82,9,9,755,30,0,0,2
2,PP,COKI,45,1,4,20,82,9,10,808,30,0,0,2
2,PP,COKI,75,1,4,20,82,9,10,808,30,0,0,2
